Order_ID,Product_ID,Quantity,Discount_Percent,Revenue
57,93,3,5,65835
58,9,2,5,69800.3
59,71,1,10,33706.8
59,31,3,15,24403.5
59,37,3,15,114913.2
60,81,2,15,71445.9
60,40,3,15,3904.05
61,73,1,15,17961.35
61,47,2,0,43512
62,82,2,15,7337.2
62,98,2,15,7529.3
63,8,1,15,11540.45
63,55,1,0,20353
64,57,2,5,72509.7
64,24,3,5,133211.85
64,67,2,0,12906
65,33,2,10,50934.6
65,100,2,5,37912.6
66,94,2,15,80969.3
67,59,1,5,26699.75
68,82,2,10,7768.8
68,59,3,15,71667.75
68,23,3,15,26211.45
69,51,2,15,77751.2
69,100,2,0,39908
70,41,2,10,67930.2
70,105,2,0,87158
71,99,2,15,47540.5
72,35,3,5,87492.15
72,25,2,10,22471.2
73,85,2,0,9984
74,55,3,10,54953.1
75,31,2,15,16269
76,49,2,0,32140
76,92,1,15,34257.55
77,109,2,10,86747.4
77,10,1,10,599.4
77,39,2,15,57055.4
78,39,3,0,100686
78,72,2,15,71736.6
79,12,2,5,3659.4
79,40,1,10,1377.9
79,8,2,5,25796.3
80,92,3,0,120909
80,78,2,10,64211.4
81,109,3,10,130121.1
82,44,2,5,84439.8
82,9,2,0,73474
83,45,2,15,46109.1
83,26,2,10,35598.6
84,38,1,5,38639.35
84,47,2,15,36985.2
85,79,3,0,128082
85,68,3,15,99743.25
86,71,3,0,112356
86,16,2,5,32471
87,21,2,10,82711.8
87,72,1,0,42198
87,60,2,15,69706.8
88,56,1,10,31500
88,36,1,5,13230.65
88,102,1,5,31920.95
89,46,1,5,46222.25
89,30,2,10,48634.2
90,38,3,5,115918.05
91,67,3,0,19359
92,60,1,10,36903.6
92,51,3,0,137208
92,9,3,15,93679.35
93,68,3,15,99743.25
93,17,3,5,8156.7
93,23,1,0,10279
94,88,3,5,104070.6
94,67,2,10,11615.4
94,3,2,5,84703.9
95,60,1,0,41004
96,92,2,15,68515.1
96,81,2,10,75648.6
97,72,1,5,40088.1
98,74,1,5,22753.45
98,109,1,5,45783.35
98,10,3,10,1798.2
99,22,3,5,69317.7
99,55,2,5,38670.7
100,82,2,10,7768.8
101,84,3,5,38933.85
102,102,2,5,63841.9
103,79,1,10,38424.6
103,102,2,5,63841.9
103,14,3,5,86702.7
104,55,2,5,38670.7
104,59,1,15,23889.25
105,98,2,15,7529.3
105,61,2,15,77363.6
105,28,1,0,28101
106,110,2,0,59216
106,21,3,5,130960.35
107,107,2,15,63642.9
107,32,3,15,123547.5
108,98,2,15,7529.3
109,62,1,5,25525.55
109,74,1,10,21555.9
110,77,2,0,14038
110,22,2,15,41347.4
111,10,2,5,1265.4
111,52,2,5,59984.9
112,61,1,10,40957.2
113,102,1,5,31920.95
113,83,1,0,35792
113,99,2,10,50337
114,31,3,15,24403.5
114,90,3,5,1806.9
114,56,1,15,29750
115,49,3,15,40978.5
115,52,2,15,53670.7
116,17,1,15,2432.7
116,43,1,5,41285.1
116,22,2,15,41347.4
117,16,2,5,32471
117,26,2,5,37576.3
117,96,3,15,50138.1
118,49,2,15,27319
118,62,3,0,80607
118,65,3,0,132777
119,65,3,15,112860.45
119,97,1,15,30288.9
119,96,2,5,37357.8
120,46,3,5,138666.75
120,3,1,10,40122.9
120,71,2,10,67413.6
121,39,2,10,60411.6
121,74,3,10,64667.7
121,14,1,15,25858.7
122,102,1,10,30240.9
122,47,3,15,55477.8
123,66,2,15,48468.7
123,24,2,15,79459.7
123,59,2,5,53399.5
124,12,3,0,5778
125,42,1,15,33611.55
125,29,1,0,25153
125,62,1,0,26869
126,24,2,5,88807.9
127,59,2,10,50589
128,37,2,15,76608.8
128,92,2,5,76575.7
128,40,2,5,2908.9
129,109,3,5,137350.05
129,67,2,5,12260.7
129,18,2,5,93825.8
130,73,1,10,19017.9
131,92,3,0,120909
132,107,3,5,106695.45
133,94,1,10,42866.1
133,13,1,15,25626.65
134,81,2,15,71445.9
134,94,2,5,90495.1
135,48,3,0,63261
136,87,3,15,48636.15
136,16,2,0,34180
137,88,3,0,109548
137,82,1,10,3884.4
138,40,1,5,1454.45
138,104,1,0,37618
139,94,1,5,45247.55
140,80,2,5,55221.6
140,75,1,15,20904.05
140,65,1,10,39833.1
141,41,2,5,71704.1
142,56,2,0,70000
143,20,2,10,61772.4
143,10,2,0,1332
143,69,3,10,2114.1
144,65,2,15,75240.3
144,72,1,5,40088.1
144,100,2,5,37912.6
145,9,2,0,73474
145,25,3,0,37452
145,40,2,15,2602.7
146,61,3,5,129697.8
147,52,1,10,28413.9
147,88,3,0,109548
147,71,3,5,106738.2
148,92,3,10,108818.1
149,40,2,10,2755.8
149,41,1,10,33965.1
150,68,2,0,78230
151,46,2,15,82713.5
151,45,1,5,25766.85
152,6,2,5,57197.6
152,7,3,10,35364.6
153,33,3,0,84891
153,104,3,15,95925.9
154,19,3,10,14850
154,89,3,5,94164
155,96,1,15,16712.7
156,100,1,0,19954
156,106,1,15,2244.85
157,78,2,0,71346
158,83,2,10,64425.6
158,27,1,15,27095.45
159,85,3,5,14227.2
159,108,1,15,1545.3
159,54,3,15,78542.55
160,59,2,5,53399.5
161,81,3,15,107168.85
161,104,3,5,107211.3
162,27,1,0,31877
162,104,2,5,71474.2
163,2,2,10,16907.4
164,29,3,10,67913.1
164,106,2,0,5282
165,102,3,5,95762.85
165,1,1,15,2792.25
165,93,2,5,43890
166,70,3,15,44308.8
166,16,3,5,48706.5
166,19,3,15,14025
167,54,2,10,55441.8
167,106,2,15,4489.7
167,55,1,10,18317.7
168,98,1,5,4207.55
168,86,3,15,58981.5
168,65,1,10,39833.1
169,40,3,15,3904.05
169,37,1,15,38304.4
170,88,2,5,69380.4
171,61,2,5,86465.2
171,4,1,5,47077.25
171,70,3,10,46915.2
172,73,3,5,60223.35
172,56,2,0,70000
172,97,3,5,101556.9
173,31,2,10,17226
173,49,1,15,13659.5
173,56,1,5,33250
174,75,2,5,46726.7
175,56,1,5,33250
175,26,1,5,18788.15
176,92,3,10,108818.1
177,4,3,15,126365.25
177,10,2,15,1132.2
178,85,3,5,14227.2
178,70,2,0,34752
178,97,2,10,64141.2
179,6,1,5,28598.8
179,88,2,15,62077.2
179,45,1,0,27123
180,47,2,0,43512
180,6,3,15,76765.2
180,8,2,0,27154
181,73,3,5,60223.35
182,108,3,10,4908.6
182,37,3,15,114913.2
182,54,2,10,55441.8
183,47,3,10,58741.2
184,90,2,10,1141.2
184,74,3,5,68260.35
184,15,3,10,105845.4
185,28,1,5,26695.95
185,73,3,10,57053.7
185,104,1,15,31975.3
186,49,3,10,43389
186,13,2,10,54268.2
187,87,2,10,34331.4
187,98,3,5,12622.65
187,35,3,0,92097
188,65,2,15,75240.3
188,8,1,10,12219.3
189,66,2,5,54170.9
190,75,1,5,23363.35
190,95,1,10,9068.4
191,59,2,5,53399.5
191,45,3,15,69163.65
191,81,2,0,84054
192,70,1,15,14769.6
192,51,1,10,41162.4
192,14,3,5,86702.7
193,33,2,10,50934.6
193,27,1,10,28689.3
193,14,2,10,54759.6
194,77,2,0,14038
194,93,1,5,21945
194,70,3,15,44308.8
195,6,2,0,60208
195,65,3,15,112860.45
195,23,1,0,10279
196,28,3,5,80087.85
197,18,2,15,83949.4
197,24,2,10,84133.8
197,64,1,0,42839
198,92,2,10,72545.4
198,68,3,0,117345
198,85,2,10,8985.6
199,52,2,10,56827.8
200,61,1,0,45508
201,10,1,15,566.1
201,49,3,0,48210
202,40,1,0,1531
202,83,1,10,32212.8
202,52,3,10,85241.7
203,16,2,0,34180
204,25,1,15,10611.4
204,108,1,10,1636.2
205,16,2,5,32471
205,62,2,0,53738
206,17,1,5,2718.9
207,99,2,0,55930
208,75,3,0,73779
208,85,2,15,8486.4
208,4,2,5,94154.5
209,39,1,0,33562
209,29,2,10,45275.4
210,37,1,10,40557.6
210,6,2,0,60208
210,16,2,5,32471
211,103,3,10,112533.3
211,44,3,15,113327.1
211,84,3,0,40983
212,63,3,0,84042
213,92,2,0,80606
213,45,2,5,51533.7
213,104,2,10,67712.4
214,76,3,10,25609.5
214,38,2,10,73211.4
214,3,1,5,42351.95
215,102,3,10,90722.7
216,26,3,15,50431.35
217,73,2,5,40148.9
218,77,2,5,13336.1
218,32,2,0,96900
219,32,3,15,123547.5
219,40,1,10,1377.9
220,96,2,10,35391.6
220,59,2,5,53399.5
221,26,3,5,56364.45
221,65,2,10,79666.2
221,102,3,10,90722.7
222,42,3,0,118629
223,102,2,0,67202
223,80,2,15,49408.8
223,86,3,0,69390
224,66,1,10,25659.9
225,51,2,10,82324.8
225,48,1,0,21087
225,23,1,5,9765.05
226,56,3,10,94500
226,109,1,15,40964.05
227,37,1,10,40557.6
228,109,2,15,81928.1
229,43,1,5,41285.1
230,4,1,10,44599.5
230,45,2,15,46109.1
230,2,1,5,8923.35
231,30,2,0,54038
231,18,3,0,148146
231,69,2,15,1331.1
232,83,3,0,107376
233,77,3,15,17898.45
233,46,1,0,48655
234,71,3,10,101120.4
234,83,2,0,71584
235,12,3,15,4911.3
235,22,2,15,41347.4
235,24,2,15,79459.7
236,37,3,10,121672.8
237,62,3,5,76576.65
237,11,3,10,69633
238,77,2,5,13336.1
239,47,3,15,55477.8
240,25,2,10,22471.2
240,8,2,15,23080.9
240,17,2,15,4865.4
241,40,1,0,1531
242,68,1,10,35203.5
242,73,1,5,20074.45
243,29,1,5,23895.35
244,58,3,10,86086.8
244,72,2,0,84396
245,96,1,10,17695.8
246,9,2,5,69800.3
246,58,3,0,95652
247,51,2,5,86898.4
247,77,2,0,14038
248,50,1,15,1122.85
248,71,2,5,71158.8
248,19,3,5,15675
249,80,1,10,26157.6
250,96,1,0,19662
251,66,2,5,54170.9
252,98,3,0,13287
253,52,2,10,56827.8
253,89,3,5,94164
253,64,3,5,122091.15
254,71,1,0,37452
254,60,2,15,69706.8
254,28,3,0,84303
255,62,1,15,22838.65
255,49,3,0,48210
255,82,3,10,11653.2
256,37,3,0,135192
257,94,2,0,95258
257,93,1,15,19635
257,69,3,0,2349
258,46,1,10,43789.5
259,63,2,0,56028
260,110,1,10,26647.2
261,101,3,10,7111.8
261,73,2,5,40148.9
261,56,1,0,35000
262,65,1,5,42046.05
262,84,3,15,34835.55
263,93,2,15,39270
263,27,1,5,30283.15
264,8,1,15,11540.45
265,15,3,10,105845.4
265,64,2,5,81394.1
265,41,2,15,64156.3
266,69,2,5,1487.7
266,108,2,5,3454.2
267,51,2,10,82324.8
267,92,1,5,38287.85
268,69,3,15,1996.65
268,28,2,5,53391.9
268,54,3,10,83162.7
269,42,1,15,33611.55
269,57,1,10,34346.7
269,15,3,10,105845.4
270,20,2,10,61772.4
271,36,1,0,13927
271,18,1,10,44443.8
271,55,3,5,58006.05
272,108,2,5,3454.2
272,17,3,0,8586
273,34,3,0,49020
273,95,2,15,17129.2
274,109,1,15,40964.05
274,16,1,5,16235.5
275,22,3,0,72966
275,20,1,15,29170.3
276,49,3,0,48210
276,16,3,5,48706.5
276,75,1,0,24593
277,7,2,10,23576.4
277,54,3,5,87782.85
278,24,3,5,133211.85
278,11,2,10,46422
278,88,2,15,62077.2
279,41,1,10,33965.1
279,88,1,0,36516
279,25,1,5,11859.8
280,17,2,15,4865.4
281,46,2,0,97310
281,38,1,5,38639.35
281,52,3,15,80506.05
282,35,1,10,27629.1
283,20,3,5,97806.3
283,77,2,5,13336.1
284,91,2,10,10087.2
285,45,2,5,51533.7
286,86,2,10,41634
286,72,3,0,126594
286,14,1,0,30422
287,90,2,0,1268
287,16,1,0,17090
288,34,1,15,13889
288,17,2,0,5724
288,19,1,5,5225
289,6,1,5,28598.8
290,63,3,0,84042
290,77,1,0,7019
291,90,1,0,634
291,56,3,10,94500
291,47,3,0,65268
292,45,2,15,46109.1
292,49,2,10,28926
292,91,3,10,15130.8
293,3,2,10,80245.8
293,35,3,15,78282.45
293,3,1,0,44581
294,24,1,5,44403.95
294,53,2,5,48837.6
294,53,1,0,25704
295,11,1,5,24500.5
295,58,2,0,63768
296,65,1,0,44259
297,92,2,15,68515.1
297,87,1,15,16212.05
298,105,1,0,43579
298,40,2,0,3062
299,31,3,15,24403.5
299,88,1,5,34690.2
300,10,3,5,1898.1
300,63,2,0,56028
301,7,2,0,26196
302,4,2,0,99110
302,81,2,15,71445.9
302,47,3,0,65268
303,66,3,0,85533
303,80,2,0,58128
303,99,1,5,26566.75
304,71,1,15,31834.2
304,6,1,5,28598.8
305,93,2,10,41580
305,96,1,15,16712.7
305,81,3,5,119776.95
306,42,3,15,100834.65
306,51,1,5,43449.2
306,42,2,10,71177.4
307,110,2,5,56255.2
307,5,2,0,8452
308,53,2,0,51408
308,94,1,0,47629
309,13,3,15,76879.95
310,46,3,10,131368.5
310,78,3,15,90966.15
310,35,2,15,52188.3
311,23,2,15,17474.3
311,19,3,0,16500
311,74,2,10,43111.8
312,52,1,5,29992.45
312,92,2,5,76575.7
312,39,1,5,31883.9
313,37,2,10,81115.2
313,28,1,15,23885.85
313,83,1,10,32212.8
314,74,2,0,47902
315,22,1,5,23105.9
316,6,2,10,54187.2
317,70,1,5,16507.2
317,92,2,0,80606
318,99,2,0,55930
319,21,3,5,130960.35
320,62,3,0,80607
320,107,2,5,71130.3
320,59,1,15,23889.25
321,89,2,15,56168
321,92,1,15,34257.55
321,66,2,5,54170.9
322,7,2,10,23576.4
322,90,1,0,634
323,51,2,10,82324.8
323,21,2,5,87306.9
324,62,1,5,25525.55
324,110,3,5,84382.8
324,8,3,10,36657.9
325,43,3,15,110817.9
326,86,2,15,39321
326,76,2,10,17073
326,3,1,15,37893.85
327,70,2,15,29539.2
327,78,1,10,32105.7
327,100,2,10,35917.2
328,74,2,0,47902
329,62,3,10,72546.3
329,80,3,15,74113.2
330,72,2,0,84396
330,52,1,10,28413.9
330,60,3,10,110710.8
331,44,2,10,79995.6
331,18,3,5,140738.7
332,87,1,0,19073
332,105,1,0,43579
333,3,1,10,40122.9
334,10,1,10,599.4
334,34,1,5,15523
334,79,1,10,38424.6
335,28,3,15,71657.55
335,24,3,15,119189.55
335,8,1,10,12219.3
336,87,2,5,36238.7
336,83,3,15,91269.6
336,45,2,10,48821.4
337,93,2,10,41580
337,12,2,5,3659.4
337,21,1,0,45951
338,91,3,15,14290.2
338,79,2,10,76849.2
338,38,1,0,40673
339,29,2,5,47790.7
339,4,3,10,133798.5
340,92,3,15,102772.65
341,100,1,10,17958.6
341,105,1,15,37042.15
341,27,3,10,86067.9
342,53,1,10,23133.6
342,64,2,5,81394.1
342,91,1,0,5604
343,10,1,10,599.4
343,51,2,10,82324.8
344,92,2,0,80606
345,11,2,0,51580
346,102,2,10,60481.8
347,56,3,15,89250
348,24,3,5,133211.85
348,83,2,10,64425.6
348,110,3,5,84382.8
349,92,1,5,38287.85
350,81,3,0,126081
350,106,1,0,2641
351,55,1,5,19335.35
351,45,3,10,73232.1
351,19,3,10,14850
352,13,2,15,51253.3
353,31,2,10,17226
354,79,2,15,72579.8
354,68,1,15,33247.75
354,33,1,10,25467.3
355,24,1,0,46741
355,62,1,10,24182.1
355,28,2,0,56202
356,90,2,0,1268
356,54,1,15,26180.85
357,17,1,0,2862
357,71,3,15,95502.6
358,93,2,0,46200
358,50,1,0,1321
358,64,2,15,72826.3
359,55,2,0,40706
359,68,2,5,74318.5
360,36,2,15,23675.9
360,68,1,15,33247.75
361,101,1,10,2370.6
361,44,2,10,79995.6
361,93,2,15,39270
362,22,3,0,72966
363,20,3,15,87510.9
363,108,1,10,1636.2
364,24,1,5,44403.95
364,95,3,15,25693.8
364,103,3,0,125037
365,110,3,5,84382.8
365,72,2,5,80176.2
366,24,3,10,126200.7
366,41,1,5,35852.05
367,54,2,5,58521.9
367,99,3,0,83895
367,10,2,5,1265.4
368,62,1,15,22838.65
368,109,2,15,81928.1
369,25,1,0,12484
369,9,1,5,34900.15
369,108,2,5,3454.2
370,14,2,5,57801.8
370,88,1,0,36516
370,73,1,5,20074.45
371,19,1,0,5500
372,74,1,0,23951
372,48,3,10,56934.9
373,38,2,0,81346
374,106,2,0,5282
374,62,2,15,45677.3
375,40,2,0,3062
376,36,1,5,13230.65
376,108,1,5,1727.1
376,26,3,0,59331
377,63,2,10,50425.2
377,76,1,0,9485
378,33,1,5,26882.15
378,60,2,5,77907.6
378,96,1,0,19662
379,102,1,0,33601
380,43,1,5,41285.1
380,8,2,10,24438.6
381,79,1,0,42694
381,37,2,15,76608.8
382,88,2,5,69380.4
382,39,1,15,28527.7
382,104,1,15,31975.3
383,84,1,5,12977.95
383,87,3,10,51497.1
383,89,1,5,31388
384,65,3,15,112860.45
384,69,2,5,1487.7
385,94,2,15,80969.3
385,73,1,0,21131
386,110,3,0,88824
387,59,2,5,53399.5
388,38,1,15,34572.05
388,90,1,5,602.3
388,34,2,0,32680
389,51,1,5,43449.2
389,85,3,15,12729.6
390,23,1,15,8737.15
390,54,2,5,58521.9
390,56,3,5,99750
391,106,1,0,2641
392,81,3,10,113472.9
392,22,3,15,62021.1
393,57,2,5,72509.7
394,35,2,15,52188.3
394,21,3,5,130960.35
395,66,1,15,24234.35
396,6,1,0,30104
396,21,2,15,78116.7
397,19,2,0,11000
398,75,1,0,24593
399,72,1,0,42198
399,66,1,15,24234.35
399,80,2,15,49408.8
400,77,3,15,17898.45
401,17,1,10,2575.8
401,21,2,0,91902
402,54,3,10,83162.7
403,16,3,5,48706.5
403,36,2,5,26461.3
403,25,3,5,35579.4
404,101,2,15,4477.8
404,109,2,0,96386
405,52,2,0,63142
406,12,2,10,3466.8
406,66,1,5,27085.45
407,99,3,0,83895
407,8,2,5,25796.3
407,86,1,5,21973.5
408,69,1,10,704.7
409,44,2,15,75551.4
409,66,2,0,57022
410,69,1,15,665.55
410,25,3,15,31834.2
410,17,2,0,5724
411,61,1,15,38681.8
412,30,2,15,45932.3
413,2,3,15,23952.15
413,2,2,5,17846.7
414,19,2,0,11000
415,58,3,0,95652
415,3,3,5,127055.85
415,108,2,5,3454.2
416,19,1,10,4950
416,29,2,0,50306
417,26,3,0,59331
417,29,2,5,47790.7
417,48,2,10,37956.6
418,97,3,15,90866.7
418,10,2,5,1265.4
418,7,1,0,13098
419,84,2,10,24589.8
419,96,1,5,18678.9
420,88,1,10,32864.4
420,99,1,15,23770.25
420,33,3,10,76401.9
421,14,3,0,91266
422,28,3,10,75872.7
422,57,3,15,97315.65
423,108,3,15,4635.9
423,30,3,0,81057
424,8,3,5,38694.45
424,36,1,10,12534.3
425,20,3,0,102954
426,22,3,15,62021.1
426,105,3,15,111126.45
426,92,2,10,72545.4
427,26,2,0,39554
427,41,2,15,64156.3
427,8,1,5,12898.15
428,104,1,10,33856.2
428,78,2,0,71346
428,90,3,5,1806.9
429,6,2,10,54187.2
429,64,2,0,85678
429,99,2,5,53133.5
430,59,2,15,47778.5
431,33,2,0,56594
431,43,3,15,110817.9
431,1,1,10,2956.5
432,13,1,15,25626.65
432,57,2,10,68693.4
432,25,3,5,35579.4
433,105,2,0,87158
433,59,1,10,25294.5
434,27,3,0,95631
434,109,1,15,40964.05
435,39,1,10,30205.8
436,22,3,15,62021.1
436,103,2,10,75022.2
437,49,1,5,15266.5
437,71,1,0,37452
438,97,3,5,101556.9
438,59,2,0,56210
438,53,2,15,43696.8
439,11,3,0,77370
439,107,2,0,74874
439,36,2,10,25068.6
440,86,1,5,21973.5
441,34,2,15,27778
441,60,3,15,104560.2
442,26,2,0,39554
442,39,3,15,85583.1
443,71,2,5,71158.8
444,110,3,10,79941.6
445,18,3,10,133331.4
445,24,3,5,133211.85
445,26,2,15,33620.9
446,81,3,0,126081
446,43,2,5,82570.2
446,2,1,15,7984.05
447,98,1,5,4207.55
447,110,1,10,26647.2
448,31,3,10,25839
448,2,2,15,15968.1
448,62,1,5,25525.55
449,6,2,0,60208
449,4,2,10,89199
450,22,2,0,48644
450,76,1,0,9485
450,15,1,15,33321.7
451,6,2,10,54187.2
451,11,1,10,23211
452,81,1,15,35722.95
452,94,1,5,45247.55
453,95,2,0,20152
454,93,3,5,65835
455,82,2,5,8200.4
455,57,3,15,97315.65
456,21,2,0,91902
456,86,1,10,20817
456,5,2,10,7606.8
457,14,1,10,27379.8
457,67,1,5,6130.35
458,22,1,15,20673.7
458,7,3,0,39294
458,18,2,10,88887.6
459,8,1,15,11540.45
459,41,1,10,33965.1
459,40,3,10,4133.7
460,33,1,5,26882.15
461,95,2,10,18136.8
462,77,3,10,18951.3
462,89,2,0,66080
463,27,2,0,63754
463,36,2,0,27854
463,70,2,0,34752
464,15,3,5,111725.7
465,7,2,0,26196
466,69,1,15,665.55
466,54,1,10,27720.9
467,18,3,0,148146
467,28,3,0,84303
467,16,1,5,16235.5
468,52,1,0,31571
468,102,2,5,63841.9
469,22,2,5,46211.8
469,41,2,5,71704.1
469,17,3,15,7298.1
470,85,2,5,9484.8
470,95,1,10,9068.4
471,69,1,15,665.55
471,104,1,0,37618
472,36,1,5,13230.65
472,67,2,0,12906
473,77,2,10,12634.2
473,60,2,10,73807.2
473,86,2,15,39321
474,12,2,10,3466.8
475,13,1,0,30149
475,88,1,0,36516
475,55,1,0,20353
476,33,2,10,50934.6
476,9,2,10,66126.6
476,4,3,5,141231.75
477,27,1,15,27095.45
477,51,1,5,43449.2
477,7,2,15,22266.6
478,94,1,10,42866.1
478,34,2,15,27778
479,83,1,10,32212.8
479,17,2,15,4865.4
479,49,3,5,45799.5
480,83,1,15,30423.2
480,22,3,10,65669.4
480,47,3,10,58741.2
481,99,1,15,23770.25
481,4,1,10,44599.5
481,37,1,15,38304.4
482,87,2,5,36238.7
482,54,3,10,83162.7
483,39,2,10,60411.6
483,56,3,0,105000
484,76,2,0,18970
485,78,1,10,32105.7
486,23,3,10,27753.3
487,99,3,5,79700.25
487,18,3,10,133331.4
487,88,2,10,65728.8
488,22,3,10,65669.4
488,69,2,15,1331.1
489,42,2,10,71177.4
489,62,1,10,24182.1
490,44,1,10,39997.8
491,39,2,0,67124
491,15,1,0,39202
491,97,2,10,64141.2
492,89,3,15,84252
492,12,3,10,5200.2
492,82,3,0,12948
493,99,1,5,26566.75
493,64,2,10,77110.2
493,103,2,15,70854.3
494,60,3,10,110710.8
495,19,3,10,14850
495,29,3,0,75459
496,5,3,15,10776.3
496,7,2,5,24886.2
497,29,3,15,64140.15
497,80,1,10,26157.6
497,6,2,0,60208
498,40,2,15,2602.7
498,81,1,5,39925.65
499,74,2,15,40716.7
499,57,1,15,32438.55
500,88,1,0,36516
500,4,1,10,44599.5
501,102,3,5,95762.85
501,20,2,5,65204.2
502,45,1,0,27123
502,69,1,0,783
503,5,1,5,4014.7
504,98,1,15,3764.65
505,18,2,15,83949.4
505,5,2,5,8029.4
506,44,3,10,119993.4
506,38,3,10,109817.1
506,27,3,10,86067.9
507,102,2,10,60481.8
507,25,2,15,21222.8
507,73,2,5,40148.9
508,9,1,0,36737
508,49,1,15,13659.5
508,28,1,0,28101
509,46,3,5,138666.75
509,49,2,0,32140
509,100,3,10,53875.8
510,90,1,15,538.9
510,25,1,0,12484
510,110,2,15,50333.6
511,110,3,0,88824
511,76,1,5,9010.75
512,8,1,10,12219.3
512,91,3,0,16812
512,52,3,5,89977.35
513,92,3,15,102772.65
513,79,3,15,108869.7
514,8,1,10,12219.3
515,7,2,5,24886.2
515,45,3,5,77300.55
515,80,1,15,24704.4
516,91,2,5,10647.6
516,18,3,15,125924.1
517,61,2,10,81914.4
517,67,3,5,18391.05
518,19,1,0,5500
518,36,3,15,35513.85
519,59,3,0,84315
519,4,3,0,148665
520,104,3,0,112854
520,21,3,0,137853
521,108,2,10,3272.4
521,62,2,15,45677.3
522,101,2,10,4741.2
522,61,1,10,40957.2
523,21,1,5,43653.45
524,8,2,0,27154
524,52,3,5,89977.35
525,4,2,10,89199
526,42,1,0,39543
527,29,1,15,21380.05
527,6,3,0,90312
528,57,3,15,97315.65
528,1,2,10,5913
528,105,3,5,124200.15
529,54,1,15,26180.85
529,62,3,15,68515.95
529,80,2,15,49408.8
530,29,1,15,21380.05
530,52,2,5,59984.9
530,52,3,10,85241.7
531,86,2,15,39321
531,25,2,10,22471.2
531,42,2,5,75131.7
532,38,2,15,69144.1
532,76,1,0,9485
533,106,2,15,4489.7
533,37,2,10,81115.2
534,36,2,5,26461.3
535,11,2,10,46422
535,25,1,15,10611.4
536,73,2,0,42262
536,69,2,15,1331.1
536,109,2,15,81928.1
537,44,2,15,75551.4
538,87,3,15,48636.15
538,5,3,15,10776.3
538,54,2,5,58521.9
539,21,1,5,43653.45
539,99,3,5,79700.25
540,52,1,15,26835.35
540,47,3,5,62004.6
541,95,3,5,28716.6
541,90,3,5,1806.9
541,80,2,10,52315.2
542,83,1,10,32212.8
542,30,2,5,51336.1
543,65,3,0,132777
544,5,1,15,3592.1
544,51,3,0,137208
544,88,3,10,98593.2
545,30,2,15,45932.3
546,52,2,5,59984.9
546,74,2,15,40716.7
