Order_ID,Customer_ID,Order_Date,Order_Status,Payment_Mode
143,455,04-10-2023,Delivered,Card
144,348,08-01-2023,Delivered,UPI
145,540,11-09-2024,Delivered,Card
146,772,20-07-2023,Delivered,Card
147,406,23-07-2023,Delivered,Card
148,76,17-03-2023,Delivered,COD
149,579,16-12-2024,Delivered,UPI
150,492,30-11-2024,Delivered,UPI
151,194,04-02-2024,Delivered,COD
152,162,11-05-2024,Delivered,Card
153,347,24-03-2024,Delivered,COD
154,361,16-10-2024,Delivered,COD
155,769,06-04-2023,Delivered,Card
156,584,28-10-2024,Delivered,Card
157,87,12-01-2023,Delivered,UPI
158,262,07-06-2024,Delivered,Card
159,214,07-08-2023,Delivered,COD
160,665,21-09-2023,Cancelled,COD
161,722,03-06-2024,Delivered,Card
162,573,16-07-2023,Delivered,UPI
163,780,14-09-2023,Delivered,COD
164,262,04-02-2024,Delivered,Card
165,730,26-12-2024,Delivered,UPI
166,283,22-02-2024,Delivered,UPI
167,648,18-10-2023,Delivered,COD
168,467,11-02-2023,Delivered,COD
169,380,30-10-2023,Cancelled,UPI
170,362,02-10-2024,Delivered,UPI
171,449,11-09-2024,Delivered,UPI
172,441,07-01-2023,Cancelled,Card
173,93,22-03-2024,Delivered,COD
174,621,26-02-2023,Delivered,UPI
175,753,25-11-2023,Delivered,COD
176,424,29-11-2023,Delivered,COD
177,142,11-06-2023,Cancelled,COD
178,291,07-07-2023,Cancelled,UPI
179,432,19-01-2024,Delivered,Card
180,749,21-05-2023,Delivered,UPI
181,689,25-03-2023,Delivered,COD
182,653,28-08-2024,Delivered,UPI
183,701,17-01-2023,Delivered,UPI
184,49,04-01-2023,Delivered,COD
185,302,09-09-2024,Cancelled,COD
186,190,01-04-2023,Cancelled,UPI
187,136,01-08-2023,Delivered,UPI
188,555,06-03-2023,Delivered,UPI
189,404,26-11-2023,Delivered,UPI
190,602,26-12-2024,Delivered,Card
191,341,09-02-2023,Delivered,UPI
192,757,30-05-2024,Delivered,Card
193,704,21-03-2023,Delivered,COD
194,318,09-08-2024,Delivered,Card
195,618,18-12-2024,Delivered,COD
196,363,22-01-2023,Cancelled,Card
197,382,27-02-2023,Delivered,COD
198,233,31-03-2023,Delivered,UPI
199,777,28-09-2024,Delivered,Card
200,344,18-05-2024,Delivered,Card
201,549,04-11-2023,Cancelled,COD
202,553,31-03-2023,Delivered,COD
203,529,20-01-2023,Delivered,Card
204,789,02-08-2024,Delivered,COD
205,571,22-05-2023,Delivered,UPI
206,183,23-09-2023,Delivered,Card
207,41,05-01-2024,Delivered,UPI
208,551,01-03-2023,Delivered,Card
209,397,25-06-2023,Delivered,UPI
210,704,21-09-2023,Delivered,Card
211,779,17-05-2024,Delivered,COD
212,494,08-09-2023,Delivered,Card
213,659,01-04-2023,Delivered,UPI
214,333,10-11-2024,Delivered,Card
215,127,07-09-2023,Delivered,UPI
216,558,25-02-2024,Delivered,UPI
217,557,07-05-2024,Delivered,UPI
218,1,05-10-2024,Delivered,COD
219,168,19-01-2024,Delivered,Card
220,620,10-10-2024,Delivered,UPI
221,19,06-03-2023,Delivered,COD
222,332,16-04-2023,Delivered,UPI
223,584,27-03-2023,Delivered,Card
224,456,12-09-2024,Delivered,COD
225,109,02-03-2023,Delivered,UPI
226,268,09-11-2023,Delivered,UPI
227,445,21-10-2024,Delivered,UPI
228,240,23-09-2024,Delivered,Card
229,301,29-08-2024,Cancelled,COD
230,602,20-04-2024,Delivered,COD
231,103,22-04-2024,Delivered,COD
232,250,08-12-2023,Delivered,UPI
233,453,10-02-2023,Delivered,COD
234,520,18-05-2023,Delivered,UPI
235,153,05-06-2023,Delivered,Card
236,174,03-12-2023,Delivered,COD
237,343,15-12-2024,Delivered,UPI
238,670,22-12-2023,Delivered,COD
239,431,05-10-2024,Delivered,COD
240,727,08-08-2024,Delivered,Card
241,689,22-04-2024,Delivered,COD
242,687,25-11-2024,Delivered,Card
243,658,19-07-2024,Delivered,COD
244,324,23-02-2024,Delivered,COD
245,673,24-11-2023,Delivered,COD
246,639,23-07-2024,Delivered,COD
247,420,19-08-2024,Delivered,COD
248,594,18-07-2024,Delivered,COD
249,485,21-01-2024,Delivered,Card
250,659,01-02-2024,Delivered,Card
251,751,19-06-2023,Delivered,UPI
252,412,09-04-2023,Delivered,COD
253,84,02-03-2023,Delivered,Card
254,113,18-01-2023,Delivered,COD
255,737,24-06-2024,Delivered,COD
256,332,04-09-2024,Delivered,Card
257,378,21-11-2024,Delivered,COD
258,755,11-09-2024,Delivered,Card
259,655,30-04-2023,Delivered,Card
260,41,19-12-2024,Delivered,UPI
261,770,10-05-2023,Delivered,UPI
262,797,10-11-2024,Delivered,UPI
263,105,02-09-2024,Delivered,UPI
264,202,01-01-2024,Delivered,COD
265,450,14-12-2024,Delivered,COD
266,266,23-11-2023,Cancelled,UPI
267,210,18-10-2024,Delivered,Card
268,563,02-05-2024,Delivered,Card
269,118,19-09-2023,Delivered,Card
270,713,22-06-2023,Delivered,Card
271,377,13-05-2023,Delivered,COD
272,551,04-12-2023,Delivered,Card
273,540,01-12-2024,Delivered,Card
274,771,25-05-2024,Delivered,UPI
275,84,20-02-2023,Delivered,Card
276,454,03-02-2024,Delivered,COD
277,667,13-09-2023,Delivered,Card
278,629,27-03-2023,Delivered,Card
279,514,03-05-2023,Delivered,COD
280,605,30-08-2024,Delivered,UPI
281,678,10-05-2023,Delivered,COD
282,387,13-03-2024,Cancelled,UPI
283,350,22-12-2024,Delivered,Card
284,296,06-06-2023,Delivered,UPI
285,258,26-03-2023,Delivered,UPI
286,81,13-12-2023,Delivered,UPI
287,268,11-02-2023,Delivered,Card
288,419,07-07-2023,Delivered,UPI
289,235,23-07-2023,Delivered,UPI
290,311,06-03-2024,Cancelled,Card
291,357,01-11-2023,Delivered,COD
292,213,15-02-2024,Delivered,COD
293,574,22-02-2024,Delivered,COD
294,49,17-01-2024,Delivered,Card
295,127,21-12-2024,Cancelled,Card
296,223,29-03-2023,Delivered,COD
297,279,22-05-2024,Delivered,UPI
298,408,19-11-2024,Delivered,COD
299,505,05-12-2023,Delivered,Card
300,294,26-09-2023,Delivered,UPI
301,796,17-03-2024,Delivered,UPI
302,277,27-10-2023,Delivered,Card
303,438,18-07-2023,Delivered,UPI
304,107,29-12-2024,Delivered,COD
305,658,10-02-2023,Delivered,Card
306,420,23-02-2024,Cancelled,Card
307,611,26-10-2023,Delivered,Card
308,429,11-12-2023,Delivered,Card
309,375,14-07-2024,Delivered,UPI
310,73,19-07-2024,Delivered,Card
311,634,14-05-2023,Delivered,Card
312,30,08-11-2024,Cancelled,UPI
313,188,01-04-2024,Delivered,Card
314,364,12-06-2023,Delivered,UPI
315,800,17-03-2023,Delivered,UPI
316,451,15-01-2024,Delivered,Card
317,195,29-01-2023,Cancelled,COD
318,156,20-07-2024,Delivered,Card
319,172,11-03-2023,Cancelled,COD
320,41,23-10-2024,Delivered,UPI
321,63,11-08-2024,Cancelled,COD
322,23,17-12-2023,Delivered,Card
323,360,01-10-2024,Delivered,Card
324,75,18-07-2023,Delivered,COD
325,560,16-05-2024,Delivered,Card
326,672,20-09-2023,Delivered,COD
327,118,10-06-2024,Delivered,UPI
328,612,09-06-2023,Delivered,COD
329,380,30-11-2023,Delivered,COD
330,679,07-01-2024,Delivered,COD
331,290,27-03-2024,Delivered,COD
332,440,29-11-2023,Delivered,UPI
333,668,14-05-2023,Delivered,UPI
334,7,10-08-2023,Delivered,UPI
335,196,31-05-2023,Delivered,COD
336,421,28-04-2023,Delivered,UPI
337,568,15-11-2024,Cancelled,Card
338,193,13-12-2023,Delivered,UPI
339,559,06-10-2024,Delivered,COD
340,148,13-05-2024,Delivered,Card
341,787,25-11-2023,Delivered,COD
342,669,06-04-2023,Delivered,Card
343,202,27-12-2024,Delivered,COD
344,444,24-05-2024,Delivered,COD
345,419,11-08-2024,Delivered,Card
346,427,13-04-2024,Delivered,UPI
347,479,04-11-2023,Delivered,Card
348,475,06-06-2024,Delivered,Card
349,126,15-11-2024,Delivered,Card
350,395,25-06-2023,Delivered,Card
351,576,05-12-2024,Cancelled,Card
352,325,14-06-2024,Delivered,COD
353,392,02-06-2024,Delivered,COD
354,688,07-09-2023,Delivered,UPI
355,628,10-10-2024,Cancelled,UPI
356,440,28-12-2024,Cancelled,Card
357,204,30-05-2024,Delivered,UPI
358,486,14-11-2023,Delivered,UPI
359,31,24-02-2023,Delivered,Card
360,388,27-01-2023,Delivered,COD
361,625,20-01-2023,Delivered,COD
362,434,30-01-2024,Cancelled,UPI
363,376,15-09-2023,Delivered,COD
364,344,08-01-2024,Delivered,COD
365,443,12-12-2023,Delivered,UPI
366,579,16-05-2023,Delivered,Card
367,75,10-09-2024,Delivered,UPI
368,557,13-11-2023,Delivered,UPI
369,772,03-11-2023,Cancelled,UPI
370,666,07-05-2024,Cancelled,Card
371,155,30-12-2023,Delivered,Card
372,430,28-11-2024,Delivered,Card
373,363,23-11-2023,Delivered,Card
374,448,12-05-2023,Delivered,UPI
375,234,10-06-2024,Delivered,COD
376,563,06-09-2024,Delivered,UPI
377,262,24-11-2024,Cancelled,Card
378,125,06-01-2024,Delivered,COD
379,245,17-08-2023,Delivered,UPI
380,542,10-01-2024,Delivered,COD
381,485,14-09-2024,Delivered,Card
382,122,19-04-2024,Delivered,COD
383,125,26-02-2024,Delivered,COD
384,549,15-08-2024,Delivered,Card
385,170,11-10-2023,Delivered,COD
386,124,16-07-2023,Delivered,UPI
387,35,27-06-2023,Delivered,COD
388,87,31-12-2024,Delivered,UPI
389,646,04-06-2023,Delivered,COD
390,708,11-01-2024,Delivered,COD
391,786,05-09-2023,Delivered,Card
392,201,29-12-2024,Delivered,Card
393,369,30-03-2024,Cancelled,UPI
394,797,31-07-2023,Delivered,Card
395,77,20-07-2023,Delivered,Card
396,59,04-06-2024,Cancelled,Card
397,431,16-09-2024,Delivered,Card
398,638,19-09-2023,Delivered,Card
399,500,12-03-2024,Delivered,UPI
400,109,30-09-2023,Cancelled,UPI
401,736,03-05-2023,Cancelled,Card
402,278,31-08-2024,Delivered,Card
403,68,16-03-2024,Delivered,UPI
404,69,17-03-2023,Delivered,COD
405,165,02-11-2024,Cancelled,UPI
406,489,10-07-2023,Cancelled,COD
407,305,18-11-2024,Delivered,Card
408,674,12-06-2024,Delivered,Card
409,365,23-03-2023,Delivered,UPI
410,379,27-02-2023,Delivered,Card
411,343,12-08-2023,Delivered,COD
412,554,17-01-2023,Delivered,COD
413,354,26-10-2023,Delivered,UPI
414,416,12-11-2024,Delivered,COD
415,109,28-06-2024,Cancelled,UPI
416,563,17-07-2023,Delivered,UPI
417,762,07-11-2024,Delivered,COD
418,497,12-03-2023,Delivered,COD
419,341,01-04-2023,Cancelled,COD
420,383,07-12-2023,Delivered,COD
421,533,08-07-2024,Delivered,COD
422,300,16-05-2023,Delivered,COD
423,139,31-08-2024,Delivered,COD
424,359,29-07-2023,Delivered,Card
425,499,03-02-2024,Delivered,UPI
426,385,21-05-2024,Cancelled,UPI
427,604,11-11-2023,Delivered,COD
428,280,29-10-2024,Delivered,UPI
429,637,04-03-2023,Delivered,COD
430,483,27-06-2024,Delivered,Card
431,111,20-02-2023,Delivered,UPI
432,139,07-11-2023,Delivered,UPI
433,435,03-12-2023,Delivered,Card
434,509,07-07-2023,Delivered,Card
435,273,18-03-2023,Delivered,Card
436,99,10-04-2024,Delivered,UPI
437,764,07-10-2024,Delivered,UPI
438,104,05-06-2023,Cancelled,Card
439,214,07-05-2024,Delivered,Card
440,761,01-09-2023,Delivered,Card
441,664,11-02-2023,Delivered,Card
442,762,04-09-2024,Delivered,Card
443,787,09-06-2023,Delivered,COD
444,165,06-07-2023,Delivered,Card
445,520,01-03-2023,Delivered,COD
446,284,16-07-2023,Delivered,UPI
447,517,12-06-2023,Delivered,UPI
448,657,12-11-2024,Delivered,COD
449,613,23-02-2024,Delivered,Card
450,164,05-05-2024,Delivered,UPI
451,659,21-04-2023,Delivered,Card
452,64,03-07-2024,Delivered,Card
453,91,22-02-2024,Delivered,COD
454,117,30-11-2024,Delivered,UPI
455,267,01-04-2024,Delivered,UPI
456,685,17-11-2023,Delivered,COD
457,559,01-08-2024,Delivered,Card
458,140,26-10-2024,Delivered,Card
459,246,16-02-2023,Cancelled,UPI
460,661,18-06-2024,Delivered,COD
461,758,12-02-2024,Delivered,COD
462,395,23-12-2024,Delivered,Card
463,487,20-07-2023,Delivered,Card
464,476,13-09-2024,Delivered,COD
465,517,04-11-2023,Delivered,UPI
466,184,05-04-2023,Delivered,Card
467,20,16-06-2023,Delivered,COD
468,558,08-04-2023,Delivered,COD
469,524,05-10-2024,Delivered,COD
470,582,28-07-2023,Delivered,UPI
471,529,12-10-2024,Delivered,Card
472,147,15-09-2024,Delivered,Card
473,666,01-09-2024,Delivered,Card
474,304,03-10-2024,Delivered,UPI
475,620,18-03-2024,Delivered,Card
476,748,29-04-2023,Delivered,Card
477,582,17-12-2024,Delivered,Card
478,695,25-08-2023,Delivered,Card
479,762,02-02-2024,Delivered,UPI
480,228,05-05-2023,Delivered,COD
481,102,14-06-2023,Delivered,COD
482,587,22-01-2024,Delivered,Card
483,417,28-04-2023,Delivered,Card
484,216,22-06-2024,Delivered,Card
485,407,04-06-2023,Delivered,UPI
486,399,26-03-2024,Delivered,Card
487,715,19-08-2024,Delivered,UPI
488,704,02-09-2024,Delivered,Card
489,761,22-08-2023,Delivered,Card
490,499,04-02-2023,Delivered,COD
491,754,07-01-2023,Cancelled,Card
492,465,17-07-2024,Delivered,UPI
493,691,02-03-2023,Delivered,COD
494,731,30-10-2023,Delivered,UPI
495,82,14-05-2023,Cancelled,COD
496,604,22-09-2024,Delivered,UPI
497,687,25-07-2024,Delivered,COD
498,751,27-03-2024,Delivered,UPI
499,772,04-03-2023,Delivered,UPI
500,365,06-07-2023,Delivered,Card
501,163,06-01-2023,Delivered,COD
502,48,31-12-2023,Delivered,COD
503,511,19-05-2024,Delivered,Card
504,329,02-07-2024,Cancelled,UPI
505,116,07-07-2024,Delivered,UPI
506,337,07-12-2023,Cancelled,COD
507,737,15-05-2023,Delivered,UPI
508,147,11-05-2024,Delivered,COD
509,575,12-10-2023,Delivered,COD
510,323,05-03-2024,Delivered,UPI
511,443,03-03-2024,Delivered,UPI
512,13,30-05-2024,Delivered,UPI
513,494,12-07-2023,Delivered,Card
514,701,07-04-2023,Delivered,COD
515,287,24-02-2024,Delivered,UPI
516,720,17-01-2024,Delivered,Card
517,114,01-08-2023,Delivered,UPI
518,480,02-02-2023,Delivered,COD
519,22,26-05-2024,Cancelled,Card
520,349,30-10-2023,Delivered,COD
521,726,15-07-2024,Delivered,UPI
522,683,20-01-2024,Delivered,UPI
523,566,16-10-2023,Delivered,UPI
524,320,17-10-2023,Cancelled,Card
525,126,16-07-2023,Delivered,Card
526,277,17-06-2024,Delivered,Card
527,204,20-06-2024,Delivered,Card
528,194,02-10-2023,Delivered,UPI
529,681,30-03-2023,Cancelled,UPI
530,664,26-04-2024,Delivered,UPI
531,547,18-10-2023,Delivered,Card
532,696,05-02-2023,Delivered,Card
533,286,19-02-2023,Delivered,UPI
534,57,24-06-2023,Delivered,UPI
535,734,08-09-2023,Delivered,Card
536,303,07-02-2023,Delivered,COD
537,163,16-08-2024,Delivered,UPI
538,19,26-12-2023,Delivered,UPI
539,370,07-09-2023,Delivered,UPI
540,264,27-03-2024,Delivered,Card
541,794,29-07-2024,Cancelled,UPI
542,113,08-03-2023,Delivered,UPI
543,488,27-10-2024,Delivered,UPI
544,327,24-02-2023,Delivered,UPI
545,542,19-06-2023,Delivered,UPI
546,647,20-08-2024,Delivered,COD
547,579,13-05-2024,Delivered,COD
548,65,17-09-2024,Delivered,UPI
549,292,02-11-2023,Delivered,UPI
550,25,23-01-2023,Delivered,UPI
551,549,26-08-2024,Delivered,UPI
552,1,24-07-2024,Cancelled,Card
553,549,27-10-2024,Delivered,Card
554,141,14-07-2024,Delivered,Card
555,744,04-01-2024,Delivered,COD
556,648,18-05-2024,Delivered,UPI
557,188,22-08-2023,Delivered,Card
558,128,20-07-2024,Delivered,UPI
559,201,15-04-2023,Delivered,UPI
560,127,18-04-2024,Delivered,COD
561,257,10-09-2024,Delivered,COD
562,676,29-09-2023,Delivered,Card
563,547,19-08-2023,Delivered,Card
564,194,22-11-2024,Delivered,COD
565,703,27-09-2024,Delivered,COD
566,104,09-02-2023,Delivered,UPI
567,535,11-10-2024,Delivered,UPI
568,265,29-02-2024,Delivered,Card
569,384,01-07-2024,Cancelled,Card
570,260,25-12-2023,Delivered,COD
571,414,12-08-2024,Delivered,Card
572,358,06-02-2023,Delivered,UPI
573,75,31-10-2023,Delivered,COD
574,355,07-08-2024,Cancelled,UPI
575,584,24-08-2023,Delivered,COD
576,771,14-04-2024,Cancelled,COD
577,188,25-05-2024,Delivered,UPI
578,685,02-07-2023,Delivered,Card
579,290,26-09-2023,Delivered,Card
580,45,20-10-2023,Delivered,Card
581,573,04-12-2023,Delivered,Card
582,83,27-03-2024,Delivered,UPI
583,123,28-06-2024,Cancelled,COD
584,358,18-02-2023,Delivered,UPI
585,528,31-03-2024,Delivered,Card
586,66,28-06-2024,Delivered,Card
587,657,16-10-2023,Delivered,UPI
588,375,14-12-2023,Delivered,COD
589,162,15-04-2024,Delivered,UPI
590,746,17-02-2023,Cancelled,UPI
591,380,02-12-2023,Delivered,UPI
592,656,28-04-2024,Delivered,COD
593,358,02-11-2023,Delivered,UPI
594,188,25-09-2023,Delivered,UPI
595,322,15-07-2024,Cancelled,Card
596,450,23-11-2024,Delivered,UPI
597,474,23-08-2024,Delivered,Card
598,13,08-03-2023,Delivered,Card
599,184,02-08-2024,Delivered,Card
600,111,08-01-2024,Delivered,COD
601,508,23-06-2023,Delivered,Card
602,290,10-09-2024,Delivered,UPI
603,295,02-03-2024,Delivered,UPI
604,451,03-03-2023,Delivered,Card
605,215,05-03-2023,Delivered,Card
606,632,17-06-2023,Delivered,UPI
607,567,10-01-2023,Delivered,Card
608,27,01-01-2024,Delivered,COD
609,630,25-10-2023,Delivered,Card
610,733,03-05-2023,Delivered,COD
611,231,29-04-2024,Delivered,COD
612,565,09-04-2023,Delivered,COD
613,321,09-04-2024,Cancelled,Card
614,233,12-04-2024,Delivered,COD
615,670,01-04-2023,Delivered,COD
616,437,06-02-2024,Delivered,Card
617,781,08-03-2023,Delivered,COD
618,533,10-11-2024,Delivered,Card
619,403,14-03-2023,Delivered,UPI
620,53,28-12-2024,Cancelled,COD
621,787,02-06-2024,Delivered,Card
622,313,21-03-2023,Delivered,UPI
623,281,09-09-2024,Delivered,COD
624,726,18-04-2024,Delivered,COD
625,31,17-08-2024,Delivered,Card
626,337,07-10-2024,Delivered,UPI
627,183,10-07-2023,Delivered,Card
628,23,21-07-2023,Delivered,COD
629,544,04-02-2024,Delivered,COD
630,446,31-12-2024,Delivered,COD
631,74,13-03-2023,Delivered,COD
632,10,24-01-2024,Delivered,UPI
633,484,24-09-2024,Delivered,UPI
634,456,06-12-2024,Delivered,Card
635,566,11-10-2023,Delivered,Card
636,564,19-02-2023,Delivered,Card
637,660,08-11-2023,Delivered,COD
638,160,03-04-2024,Delivered,Card
639,14,13-09-2024,Delivered,UPI
640,178,06-10-2023,Delivered,Card
641,412,03-10-2023,Delivered,Card
642,53,27-05-2023,Delivered,UPI
643,408,22-05-2023,Delivered,UPI
644,22,11-01-2023,Delivered,COD
645,30,18-09-2023,Delivered,UPI
646,703,07-04-2024,Delivered,UPI
647,260,30-09-2023,Delivered,Card
648,205,19-12-2024,Delivered,UPI
649,59,27-06-2024,Delivered,COD
650,471,22-03-2023,Delivered,Card
651,776,27-11-2024,Delivered,COD
652,466,12-09-2023,Delivered,UPI
653,12,16-03-2024,Delivered,COD
654,631,12-12-2024,Delivered,COD
655,290,15-02-2023,Delivered,UPI
656,760,24-07-2023,Delivered,UPI
657,354,25-04-2024,Cancelled,Card
658,639,16-02-2024,Delivered,Card
659,75,28-12-2024,Cancelled,Card
660,716,14-09-2024,Delivered,UPI
661,561,31-08-2024,Delivered,COD
662,591,09-04-2024,Delivered,COD
663,441,13-11-2023,Delivered,Card
664,241,03-11-2024,Delivered,Card
665,154,09-05-2024,Delivered,UPI
666,786,21-09-2023,Delivered,COD
667,96,25-12-2024,Delivered,Card
668,726,03-05-2023,Delivered,UPI
669,294,20-08-2024,Delivered,Card
670,209,20-07-2023,Delivered,UPI
671,343,06-11-2023,Delivered,COD
672,88,13-10-2023,Delivered,UPI
673,776,01-09-2024,Delivered,Card
674,390,27-09-2023,Delivered,Card
675,325,31-01-2023,Delivered,COD
676,157,22-06-2024,Delivered,COD
677,668,16-05-2023,Delivered,Card
678,651,24-01-2024,Cancelled,Card
679,633,29-04-2024,Delivered,Card
680,577,31-08-2024,Delivered,COD
681,619,27-07-2024,Delivered,Card
682,659,09-11-2023,Delivered,COD
683,137,31-03-2023,Delivered,Card
684,674,12-08-2023,Delivered,UPI
685,428,18-09-2024,Delivered,UPI
686,452,12-12-2023,Delivered,Card
687,612,20-02-2024,Delivered,UPI
688,141,25-08-2023,Delivered,COD
689,83,02-06-2023,Cancelled,UPI
690,177,02-09-2024,Delivered,UPI
691,198,24-03-2024,Delivered,COD
692,624,14-06-2023,Delivered,UPI
693,568,10-04-2023,Delivered,UPI
694,691,31-08-2023,Delivered,Card
695,421,11-12-2024,Delivered,COD
696,401,27-06-2024,Delivered,COD
697,698,28-10-2024,Delivered,Card
698,471,21-08-2023,Delivered,Card
699,218,20-05-2023,Delivered,UPI
700,729,21-03-2023,Delivered,UPI
701,632,18-02-2023,Delivered,UPI
702,175,18-05-2023,Delivered,Card
703,23,13-12-2024,Delivered,COD
704,725,22-12-2023,Delivered,UPI
705,235,24-11-2024,Delivered,Card
706,13,11-04-2024,Delivered,COD
707,101,30-04-2024,Delivered,Card
708,536,05-12-2024,Delivered,UPI
709,523,10-07-2023,Delivered,Card
710,785,19-12-2024,Delivered,Card
711,452,06-02-2023,Cancelled,Card
712,431,30-06-2024,Delivered,Card
713,793,08-10-2024,Delivered,COD
714,606,30-07-2023,Delivered,UPI
715,713,08-02-2023,Delivered,COD
716,533,30-07-2024,Delivered,Card
717,723,31-05-2024,Cancelled,Card
